"rotten_tomatoes_link","movie_title","original_release_date","content_rating","tomatometer_status","tomatometer_rating","tomatometer_count","audience_status","audience_rating","audience_count","gender","num_of_gender","num_of_casts","gender_rato_percentage","release_year","rating"
"m/i_saw_the_light","I Saw the Light",2016-04-01,"R","Rotten",18,155,"Spilled",36,3634,"Male",19,28,68,2016,"R"
"m/im_not_ashamed","I'm Not Ashamed",2016-10-21,"PG-13","Rotten",20,10,"Upright",82,2613,"Male",5,14,36,2016,"PG-13"
"m/imperium","Imperium",2016-08-19,"R","Certified-Fresh",85,72,"Upright",64,8674,"Male",8,10,80,2016,"R"
"m/in_a_valley_of_violence","In a Valley of Violence",2016-10-21,"R","Certified-Fresh",77,69,"Spilled",51,4096,"Male",6,8,75,2016,"R"
"m/incarnate_2016","Incarnate",2016-12-02,"PG-13","Rotten",17,35,"Spilled",23,3325,"Male",3,5,60,2016,"PG-13"
"m/independence_day_resurgence","Independence Day: Resurgence",2016-06-24,"PG-13","Rotten",30,226,"Spilled",30,75088,"Male",24,32,75,2016,"PG-13"
"m/indignation","Indignation",2016-07-29,"R","Certified-Fresh",81,134,"Upright",74,8792,"Male",6,10,60,2016,"R"
"m/inferno_2016","Inferno",2016-10-28,"PG-13","Rotten",23,250,"Spilled",36,28773,"Male",10,15,67,2016,"PG-13"
"m/into_the_forest","Into The Forest",2016-07-29,"R","Certified-Fresh",76,51,"Spilled",43,5631,"Male",5,10,50,2016,"R"
"m/intruders_2016","Intruders",2016-01-15,"R","Rotten",48,23,"Spilled",31,719,"Male",7,10,70,2016,"R"
"m/ip_man_3","Ip Man 3",2016-01-22,"PG-13","Certified-Fresh",76,51,"Upright",72,11699,"Male",5,6,83,2016,"PG-13"
"m/is_that_a_gun_in_your_pocket","Is That a Gun in Your Pocket?",2016-09-16,"R","Rotten",0,11,"Upright",92,379,"Male",11,20,55,2016,"R"
"m/it_had_to_be_you_2016","It Had to Be You",2016-10-21,"R","Fresh",60,5,"Spilled",41,148,"Male",3,7,43,2016,"R"
"m/ithaca","Ithaca",2016-09-09,"PG","Rotten",22,18,"Spilled",31,325,"Male",6,12,50,2016,"PG"
"m/jack_goes_home","Jack Goes Home",2016-10-14,"R","Rotten",25,12,"Spilled",31,176,"Male",3,8,38,2016,"R"
"m/jackie_2016","Jackie",2016-12-02,"R","Certified-Fresh",87,348,"Upright",60,28395,"Male",4,7,57,2016,"R"
"m/jane_got_a_gun","Jane Got a Gun",2016-01-29,"R","Rotten",43,80,"Spilled",37,14058,"Male",10,11,91,2016,"R"
"m/jane_wants_a_boyfriend","Jane Wants a Boyfriend",2016-03-25,"R","Rotten",38,8,"Upright",64,236,"Male",1,5,20,2016,"R"
"m/jason_bourne","Jason Bourne",2016-07-29,"PG-13","Rotten",54,322,"Spilled",55,56879,"Male",10,15,67,2016,"PG-13"
"m/joshy","Joshy",2016-08-12,"R","Fresh",81,26,"Spilled",54,913,"Male",4,8,50,2016,"R"
"m/julieta_2016","Julieta",2016-12-21,"R","Certified-Fresh",83,198,"Upright",74,4907,"Male",1,7,14,2016,"R"
"m/keanu_2016","Keanu",2016-04-29,"R","Certified-Fresh",77,177,"Spilled",55,24261,"Male",7,10,70,2016,"R"
"m/keeping_up_with_the_joneses","Keeping Up With The Joneses",2016-10-21,"PG-13","Rotten",20,122,"Spilled",37,14137,"Male",12,20,60,2016,"PG-13"
"m/kevin_hart_what_now","Kevin Hart: What Now?",2016-10-14,"R","Fresh",76,59,"Spilled",58,10366,"Male",5,6,83,2016,"R"
"m/kicks_2016","Kicks",2016-09-09,"R","Fresh",87,38,"Upright",73,1984,"Male",5,5,100,2016,"R"
"m/kindergarten_cop_2","Kindergarten Cop 2",2016-06-13,"PG-13","Rotten",29,7,"Spilled",24,403,"Male",2,4,50,2016,"PG-13"
"m/kingsglaive_final_fantasy_xv_2016","Kingsglaive: Final Fantasy XV",2016-08-19,"PG-13","Rotten",12,17,"Upright",68,3066,"Male",10,11,91,2016,"PG-13"
"m/klown_forever","Klown Forever (Klovn Forever)",2016-09-02,"R","Rotten",59,17,"Spilled",47,110,"Male",3,8,38,2016,"R"
"m/knight_of_cups","Knight of Cups",2016-03-04,"R","Rotten",47,179,"Spilled",37,6336,"Male",20,32,62,2016,"R"
"m/kubo_and_the_two_strings_2016","Kubo and the Two Strings",2016-08-19,"PG","Certified-Fresh",97,219,"Upright",86,35488,"Male",1,3,33,2016,"PG"
"m/kung_fu_panda_3","Kung Fu Panda 3",2016-01-29,"PG","Certified-Fresh",87,177,"Upright",78,99923,"Male",15,19,79,2016,"PG"
"m/la_la_land","La La Land",2016-12-09,"PG-13","Certified-Fresh",91,458,"Upright",81,71314,"Male",11,17,65,2016,"PG-13"
"m/lamb_2016","Lamb",2016-01-08,"R","Fresh",82,34,"Spilled",54,902,"Male",7,11,64,2016,"R"
"m/last_days_in_the_desert","Last Days In The Desert",2016-05-13,"PG-13","Certified-Fresh",76,71,"Spilled",45,4045,"Male",3,5,60,2016,"PG-13"
"m/lazer_team","Lazer Team",2016-01-27,"PG-13","Fresh",60,35,"Upright",69,4268,"Male",11,11,100,2016,"PG-13"
"m/life_on_the_line_2016","Life on the Line",2016-11-18,"R","Rotten",0,15,"Spilled",35,410,"Male",15,21,71,2016,"R"
"m/life_animated","Life, Animated",2016-07-01,"PG","Certified-Fresh",94,116,"Upright",81,3785,"Male",2,2,100,2016,"PG"
"m/lights_out_2016","Lights Out",2016-07-22,"PG-13","Certified-Fresh",76,176,"Upright",61,27525,"Male",4,14,29,2016,"PG-13"
"m/lion_2016","Lion",2016-11-25,"PG-13","Certified-Fresh",84,264,"Upright",91,39787,"Male",5,8,62,2016,"PG-13"
"m/little_men_2016","Little Men",2016-08-05,"PG","Certified-Fresh",97,143,"Upright",63,7429,"Male",2,3,67,2016,"PG"
"m/london_has_fallen","London Has Fallen",2016-03-04,"R","Rotten",28,196,"Spilled",51,36950,"Male",15,23,65,2016,"R"
"m/london_town_2016","London Town",2016-10-07,"R","Rotten",53,17,"Upright",68,309,"Male",6,8,75,2016,"R"
"m/louder_than_bombs_2016","Louder Than Bombs",2016-04-08,"R","Fresh",73,128,"Spilled",52,3088,"Male",9,15,60,2016,"R"
"m/love_and_friendship","Love & Friendship",2016-05-13,"PG","Certified-Fresh",97,208,"Upright",60,20164,"Male",4,8,50,2016,"PG"
"m/loving_2016","Loving",2016-11-04,"PG-13","Certified-Fresh",89,289,"Upright",76,19682,"Male",8,10,80,2016,"PG-13"
"m/maggies_plan_2016","Maggie's Plan",2016-05-20,"R","Certified-Fresh",87,180,"Spilled",52,8101,"Male",4,8,50,2016,"R"
"m/man_down","Man Down",2016-12-02,"R","Rotten",16,55,"Spilled",58,3680,"Male",8,9,89,2016,"R"
"m/manchester_by_the_sea","Manchester by the Sea",2016-12-16,"R","Certified-Fresh",96,347,"Upright",78,50194,"Male",7,8,88,2016,"R"
"m/manhattan_night","Manhattan Night (Manhattan Nocturne)",2016-05-20,"R","Rotten",36,22,"Spilled",52,654,"Male",6,10,60,2016,"R"
"m/marauders_2016","Marauders",2016-07-01,"R","Rotten",20,20,"Spilled",30,947,"Male",9,15,60,2016,"R"
"m/masterminds_2016","Masterminds",2016-09-30,"PG-13","Rotten",34,98,"Spilled",35,27426,"Male",9,21,43,2016,"PG-13"
"m/max_steel","Max Steel",2016-10-14,"PG-13","Rotten",0,21,"Spilled",48,6838,"Male",4,8,50,2016,"PG-13"
"m/me_before_you","Me Before You",2016-06-03,"PG-13","Rotten",54,178,"Upright",73,30695,"Male",8,15,53,2016,"PG-13"
"m/mechanic_resurrection","Mechanic: Resurrection",2016-08-26,"R","Rotten",31,59,"Spilled",40,25631,"Male",4,6,67,2016,"R"
"m/meet_the_blacks","Meet the Blacks",2016-04-01,"R","Rotten",17,12,"Upright",72,6882,"Male",7,9,78,2016,"R"
"m/memoria_2016","Memoria",2016-04-08,"R","Fresh",100,5,"Spilled",47,323,"Male",4,4,100,2016,"R"
"m/mia_madre","Mia Madre",2016-08-26,"R","Certified-Fresh",83,89,"Upright",60,2688,"Male",5,6,83,2016,"R"
"m/middle_school_the_worst_years_of_my_life","Middle School: The Worst Years of My Life",2016-10-07,"PG","Fresh",63,43,"Spilled",58,5371,"Male",8,12,67,2016,"PG"
"m/midnight_special_2015","Midnight Special",2016-03-18,"PG-13","Certified-Fresh",84,231,"Upright",67,22339,"Male",12,21,57,2016,"PG-13"
"m/mike_and_dave_need_wedding_dates","Mike and Dave Need Wedding Dates",2016-07-08,"R","Rotten",38,170,"Spilled",51,28143,"Male",3,16,19,2016,"R"
"m/miles_ahead_2016","Miles Ahead",2016-04-01,"R","Fresh",74,178,"Spilled",57,6589,"Male",3,4,75,2016,"R"
"m/miltons_secret","Milton's Secret",2016-09-30,"PG","Rotten",38,13,"Upright",70,169,"Male",4,9,44,2016,"PG"
"m/miracles_from_heaven","Miracles from Heaven",2016-03-16,"PG","Rotten",45,93,"Upright",81,22115,"Male",9,20,45,2016,"PG"
"m/misconduct","Misconduct",2016-02-05,"R","Rotten",7,28,"Spilled",22,1148,"Male",10,14,71,2016,"R"
"m/miss_peregrines_home_for_peculiar_children","Miss Peregrine's Home for Peculiar Children",2016-09-30,"PG-13","Fresh",64,248,"Upright",60,38882,"Male",11,19,58,2016,"PG-13"
"m/miss_sloane","Miss Sloane",2016-12-09,"R","Certified-Fresh",76,191,"Upright",72,9829,"Male",19,27,70,2016,"R"
"m/moana_2016","Moana",2016-11-23,"PG","Certified-Fresh",95,279,"Upright",89,69449,"Male",4,6,67,2016,"PG"
"m/mojave_2016","Mojave",2016-01-22,"R","Rotten",31,65,"Spilled",29,391,"Male",7,13,54,2016,"R"
"m/money_monster","Money Monster",2016-05-13,"R","Rotten",59,279,"Spilled",51,23644,"Male",16,22,73,2016,"R"
"m/moonlight_2016","Moonlight",2016-10-21,"R","Certified-Fresh",98,384,"Upright",79,45533,"Male",4,5,80,2016,"R"
"m/moonwalkers_2016","Moonwalkers",2016-01-15,"R","Rotten",42,38,"Spilled",41,641,"Male",10,11,91,2016,"R"
"m/morgan_2016","Morgan",2016-09-02,"R","Rotten",38,152,"Spilled",30,6767,"Male",6,11,55,2016,"R"
"m/mothers_day_2016","Mother's Day",2016-04-29,"PG-13","Rotten",8,158,"Spilled",44,14024,"Male",14,30,47,2016,"PG-13"
"m/mothers_and_daughters_2016","Mothers and Daughters",2016-05-06,"PG-13","Rotten",18,22,"Spilled",28,405,"Male",5,14,36,2016,"PG-13"
"m/mr_church","Mr. Church",2016-09-16,"PG-13","Rotten",24,33,"Upright",80,4653,"Male",5,9,56,2016,"PG-13"
"m/mr_right_2016","Mr. Right",2016-04-08,"R","Rotten",45,53,"Spilled",56,6301,"Male",15,17,88,2016,"R"
"m/my_big_fat_greek_wedding_2","My Big Fat Greek Wedding 2",2016-03-25,"PG-13","Rotten",27,175,"Spilled",53,6547,"Male",11,21,52,2016,"PG-13"
"m/my_blind_brother","My Blind Brother",2016-09-23,"R","Fresh",81,36,"Spilled",56,1678,"Male",2,7,29,2016,"R"
"m/my_dead_boyfriend","My Dead Boyfriend",2016-11-04,"R","Rotten",0,11,"Spilled",29,99,"Male",6,15,40,2016,"R"
"m/my_golden_days","My Golden Days (Trois Souvenirs De Ma Jeunesse)",2016-03-18,"R","Certified-Fresh",89,76,"Spilled",50,1366,"Male",3,7,43,2016,"R"
"m/neighbors_2_sorority_rising","Neighbors 2: Sorority Rising",2016-05-20,"R","Fresh",64,204,"Spilled",44,51642,"Male",13,26,50,2016,"R"
"m/nerve_2016","Nerve",2016-07-27,"PG-13","Fresh",67,138,"Upright",66,24459,"Male",6,11,55,2016,"PG-13"
"m/new_life_2016","New Life",2016-10-28,"PG","Rotten",29,7,"Upright",63,180,"Male",8,11,73,2016,"PG"
"m/nine_lives_2016","Nine Lives",2016-08-05,"PG","Rotten",14,72,"Spilled",41,10137,"Male",16,24,67,2016,"PG"
"m/no_pay_nudity_2016","No Pay, Nudity",2016-11-11,"R","Fresh",71,7,"Spilled",27,107,"Male",3,5,60,2016,"R"
"m/no_stranger_than_love","No Stranger Than Love",2016-06-17,"R","Rotten",7,14,"Spilled",16,244,"Male",9,13,69,2016,"R"
"m/nocturnal_animals","Nocturnal Animals",2016-12-09,"R","Certified-Fresh",74,296,"Upright",73,30150,"Male",6,10,60,2016,"R"
"m/norm_of_the_north","Norm of the North",2016-01-15,"PG","Rotten",9,69,"Spilled",22,7846,"Male",14,20,70,2016,"PG"
"m/now_you_see_me_2","Now You See Me 2",2016-06-10,"PG-13","Rotten",33,193,"Spilled",53,67094,"Male",17,26,65,2016,"PG-13"
"m/ocean_waves_2016","Ocean Waves (Umi ga kikoeru)",2016-12-28,"PG-13","Fresh",88,17,"Upright",66,1913,"Male",1,3,33,2016,"PG-13"
"m/office_christmas_party","Office Christmas Party",2016-12-09,"R","Rotten",41,185,"Spilled",40,21857,"Male",6,12,50,2016,"R"
"m/officer_downe","Officer Downe",2016-11-18,"R","Rotten",33,12,"Spilled",30,173,"Male",9,14,64,2016,"R"
"m/operation_avalanche","Operation Avalanche",2016-09-16,"R","Fresh",69,61,"Spilled",52,1875,"Male",2,4,50,2016,"R"
"m/ouija_origin_of_evil","Ouija: Origin of Evil",2016-10-21,"PG-13","Certified-Fresh",82,121,"Spilled",57,14893,"Male",3,11,27,2016,"PG-13"
"m/our_kind_of_traitor_2016","Our Kind of Traitor",2016-07-01,"R","Fresh",72,140,"Spilled",50,7272,"Male",10,13,77,2016,"R"
"m/our_little_sister","Our Little Sister (Umimachi Diary)",2016-07-08,"PG","Certified-Fresh",94,121,"Upright",83,3103,"Male",2,9,22,2016,"PG"
"m/outlaws_and_angels","Outlaws and Angels",2016-07-15,"R","Rotten",29,28,"Spilled",49,336,"Male",7,11,64,2016,"R"
"m/ovation","Ovation!",2016-07-07,"R","Rotten",38,8,"Spilled",46,30,"Male",4,7,57,2016,"R"
"m/papa_hemingway_in_cuba","Papa: Hemingway in Cuba",2016-04-29,"R","Rotten",11,44,"Spilled",53,1258,"Male",4,8,50,2016,"R"
"m/passengers_2016","Passengers",2016-12-21,"PG-13","Rotten",31,281,"Upright",63,55175,"Male",10,17,59,2016,"PG-13"
"m/paterson","Paterson",2016-12-28,"R","Certified-Fresh",96,258,"Upright",72,16106,"Male",13,20,65,2016,"R"
"m/pele_birth_of_a_legend_2016","Pelé: Birth of a Legend",2016-05-13,"PG","Rotten",33,30,"Upright",69,1544,"Male",6,6,100,2016,"PG"
"m/pet_2016","Pet",2016-12-02,"R","Rotten",56,18,"Spilled",32,1046,"Male",5,8,62,2016,"R"
"m/petes_dragon_2016","Pete's Dragon",2016-08-12,"PG","Certified-Fresh",88,241,"Upright",72,37163,"Male",9,11,82,2016,"PG"
"m/popstar_never_stop_never_stopping","Popstar: Never Stop Never Stopping",2016-06-03,"R","Certified-Fresh",79,169,"Upright",65,18037,"Male",34,45,76,2016,"R"
"m/precious_cargo_2016","Precious Cargo",2016-04-22,"R","Rotten",0,21,"Spilled",22,648,"Male",4,8,50,2016,"R"
"m/priceless_2016","Priceless",2016-10-14,"PG-13","Rotten",40,5,"Upright",77,2515,"Male",6,11,55,2016,"PG-13"
"m/pride_and_prejudice_and_zombies","Pride and Prejudice and Zombies",2016-02-05,"PG-13","Rotten",45,191,"Spilled",45,28241,"Male",7,20,35,2016,"PG-13"
"m/puerto_ricans_in_paris","Puerto Ricans In Paris",2016-06-10,"R","Rotten",33,24,"Spilled",36,401,"Male",1,7,14,2016,"R"
"m/quitters_2016","Quitters",2016-07-22,"R","Rotten",44,9,"Spilled",55,55,"Male",4,8,50,2016,"R"
"m/race_2016","Race",2016-02-19,"PG-13","Fresh",62,156,"Upright",77,14981,"Male",21,25,84,2016,"PG-13"
"m/ratchet_and_clank","Ratchet & Clank",2016-04-29,"PG","Rotten",21,80,"Spilled",42,9603,"Male",12,15,80,2016,"PG"
"m/ratter","Ratter",2016-02-12,"R","Fresh",60,5,"Upright",66,658,"Male",4,7,57,2016,"R"
"m/regression","Regression",2016-02-05,"R","Rotten",15,41,"Spilled",21,7860,"Male",10,13,77,2016,"R"
"m/remember_2016","Remember",2016-03-11,"R","Fresh",70,96,"Upright",79,4932,"Male",9,14,64,2016,"R"
"m/ride_along_2","Ride Along 2",2016-01-15,"PG-13","Rotten",13,120,"Spilled",48,35054,"Male",13,21,62,2016,"PG-13"
"m/risen_2016","Risen",2016-02-19,"PG-13","Rotten",53,130,"Upright",70,16257,"Male",10,11,91,2016,"PG-13"
"m/rogue_one_a_star_wars_story","Rogue One: A Star Wars Story",2016-12-16,"PG-13","Certified-Fresh",84,446,"Upright",86,104710,"Male",27,30,90,2016,"PG-13"
"m/rules_dont_apply","Rules Don't Apply",2016-11-23,"PG-13","Rotten",54,178,"Spilled",33,3568,"Male",10,16,62,2016,"PG-13"
"m/run_the_tide_2016","Run the Tide",2016-12-02,"PG-13","Rotten",9,11,"Spilled",51,190,"Male",3,6,50,2016,"PG-13"
"m/sausage_party","Sausage Party",2016-08-12,"R","Certified-Fresh",82,233,"Spilled",50,64855,"Male",15,21,71,2016,"R"
"m/shut_in","Shut In",2016-11-11,"PG-13","Rotten",7,44,"Spilled",22,5118,"Male",6,8,75,2016,"PG-13"
"m/sing_2016","Sing",2016-12-21,"PG","Fresh",72,183,"Upright",72,39492,"Male",9,17,53,2016,"PG"
"m/sing_street","Sing Street",2016-04-15,"PG-13","Certified-Fresh",95,207,"Upright",92,16952,"Male",6,9,67,2016,"PG-13"
"m/skiptrace","Skiptrace",2016-09-02,"PG-13","Rotten",38,32,"Spilled",27,2628,"Male",7,9,78,2016,"PG-13"
"m/snowden","Snowden",2016-09-16,"R","Fresh",61,257,"Upright",70,28659,"Male",14,18,78,2016,"R"
"m/solace","Solace",2016-12-16,"R","Rotten",25,51,"Spilled",43,5097,"Male",11,16,69,2016,"R"
"m/southbound","Southbound",2016-02-05,"R","Certified-Fresh",81,52,"Spilled",51,3677,"Male",8,17,47,2016,"R"
"m/spaceman_2016","Spaceman",2016-08-19,"R","Rotten",0,8,"Spilled",40,167,"Male",9,13,69,2016,"R"
"m/standoff_2016","Standoff",2016-02-12,"R","Rotten",56,16,"Spilled",44,665,"Male",3,4,75,2016,"R"
"m/star_trek_beyond","Star Trek Beyond",2016-07-22,"PG-13","Certified-Fresh",86,309,"Upright",80,74549,"Male",19,28,68,2016,"PG-13"
"m/storks","Storks",2016-09-23,"PG","Fresh",66,138,"Upright",62,24872,"Male",10,13,77,2016,"PG"
"m/suicide_squad_2016","Suicide Squad",2016-08-05,"PG-13","Rotten",26,378,"Spilled",59,145959,"Male",29,41,71,2016,"PG-13"
"m/sully","Sully",2016-09-09,"PG-13","Certified-Fresh",85,341,"Upright",84,48543,"Male",4,7,57,2016,"PG-13"
"m/summer_camp_2016","Summer Camp",2016-03-18,"R","Rotten",50,10,"Spilled",38,216,"Male",1,3,33,2016,"R"
"m/sundown_2016","Sundown",2016-05-13,"R","Rotten",9,11,"Spilled",48,168,"Male",7,12,58,2016,"R"
"m/sunset_song","Sunset Song",2016-05-13,"R","Certified-Fresh",81,115,"Spilled",50,2595,"Male",3,6,50,2016,"R"
"m/swiss_army_man","Swiss Army Man",2016-06-24,"R","Fresh",71,207,"Upright",72,17090,"Male",6,9,67,2016,"R"
"m/synchronicity_2016","Synchronicity",2016-01-22,"R","Rotten",50,28,"Spilled",35,2548,"Male",3,5,60,2016,"R"
"m/tale_of_tales","Tale of Tales (Il racconto dei racconti)",2016-04-22,"R","Certified-Fresh",83,105,"Spilled",57,6188,"Male",8,17,47,2016,"R"
"m/teenage_mutant_ninja_turtles_out_of_the_shadows","Teenage Mutant Ninja Turtles: Out of the Shadows",2016-06-03,"PG-13","Rotten",37,171,"Spilled",47,53635,"Male",16,20,80,2016,"PG-13"
"m/term_life","Term Life",2016-04-29,"R","Rotten",0,7,"Spilled",32,1498,"Male",14,20,70,2016,"R"
"m/the_fifth_wave","The 5th Wave",2016-01-22,"PG-13","Rotten",15,139,"Spilled",38,32114,"Male",18,28,64,2016,"PG-13"
"m/the_9th_life_of_louis_drax","The 9th Life of Louis Drax",2016-09-02,"R","Rotten",38,66,"Spilled",37,1954,"Male",14,22,64,2016,"R"
"m/the_accountant_2016","The Accountant",2016-10-14,"R","Rotten",52,282,"Upright",76,46663,"Male",16,23,70,2016,"R"
"m/the_adderall_diaries","The Adderall Diaries",2016-04-15,"R","Rotten",23,35,"Spilled",28,629,"Male",10,14,71,2016,"R"
"m/the_angry_birds_movie","The Angry Birds Movie",2016-05-20,"PG","Rotten",43,159,"Spilled",46,29435,"Male",13,17,76,2016,"PG"
"m/the_autopsy_of_jane_doe","The Autopsy of Jane Doe",2016-12-21,"R","Certified-Fresh",87,104,"Upright",70,12301,"Male",3,6,50,2016,"R"
"m/the_bfg_2016","The BFG",2016-07-01,"PG","Certified-Fresh",74,297,"Spilled",57,38004,"Male",14,21,67,2016,"PG"
"m/the_birth_of_a_nation_2016","The Birth of a Nation",2016-10-07,"R","Certified-Fresh",72,265,"Upright",71,15981,"Male",5,10,50,2016,"R"
"m/the_boss_2016","The Boss",2016-04-08,"R","Rotten",21,193,"Spilled",38,27115,"Male",7,17,41,2016,"R"
"m/the_bounce_back","The Bounce Back",2016-12-09,"PG-13","Fresh",67,6,"Upright",74,1587,"Male",5,15,33,2016,"PG-13"
"m/the_boy","The Boy",2016-01-22,"PG-13","Rotten",30,61,"Spilled",38,19224,"Male",6,9,67,2016,"PG-13"
"m/the_boy_and_the_beast","The Boy And The Beast (Bakemono No Ko)",2016-03-04,"PG-13","Certified-Fresh",90,68,"Upright",88,2997,"Male",5,8,62,2016,"PG-13"
"m/the_bronze","The Bronze",2016-03-18,"R","Rotten",36,99,"Spilled",44,4950,"Male",4,8,50,2016,"R"
"m/the_brooklyn_banker","The Brooklyn Banker",2016-08-05,"R","Rotten",20,5,"Upright",92,93,"Male",5,6,83,2016,"R"
"m/the_brothers_grimsby","The Brothers Grimsby",2016-03-11,"R","Rotten",37,137,"Spilled",41,14995,"Male",20,27,74,2016,"R"
"m/the_choice","The Choice",2016-02-05,"PG-13","Rotten",11,84,"Upright",62,12512,"Male",7,19,37,2016,"PG-13"
"m/the_conjuring_2","The Conjuring 2",2016-06-10,"R","Certified-Fresh",80,251,"Upright",81,54542,"Male",6,15,40,2016,"R"
"m/the_dark_horse_2016","The Dark Horse",2016-04-01,"R","Certified-Fresh",97,64,"Upright",77,6032,"Male",7,8,88,2016,"R"
"m/the_darkness","The Darkness",2016-05-13,"PG-13","Rotten",3,33,"Spilled",19,6724,"Male",5,12,42,2016,"PG-13"
"m/the_disappointments_room","The Disappointments Room",2016-09-09,"R","Rotten",0,25,"Spilled",17,3423,"Male",5,9,56,2016,"R"
"m/the_divergent_series_allegiant","The Divergent Series: Allegiant",2016-03-18,"PG-13","Rotten",11,193,"Spilled",41,41796,"Male",19,34,56,2016,"PG-13"
"m/the_dog_lover","The Dog Lover",2016-07-08,"PG","Rotten",20,10,"Spilled",52,134,"Male",10,18,56,2016,"PG"
"m/the_dressmaker","The Dressmaker",2016-09-23,"R","Rotten",57,138,"Upright",66,9927,"Male",6,15,40,2016,"R"
"m/the_duel_2016","The Duel",2016-06-24,"R","Rotten",26,19,"Spilled",30,1146,"Male",12,17,71,2016,"R"
"m/the_duelist_2016","The Duelist (Duelyant)",2016-12-02,"R","Rotten",43,14,"Upright",65,106,"Male",3,4,75,2016,"R"
"m/the_edge_of_seventeen","The Edge of Seventeen",2016-11-18,"R","Certified-Fresh",94,212,"Upright",83,27408,"Male",5,10,50,2016,"R"
"m/the_eyes_of_my_mother_2016","The Eyes of My Mother",2016-12-02,"R","Certified-Fresh",78,99,"Spilled",57,3283,"Male",2,5,40,2016,"R"
"m/the_family_fang","The Family Fang",2016-05-06,"R","Certified-Fresh",83,81,"Spilled",47,4475,"Male",10,18,56,2016,"R"
"m/the_finest_hours","The Finest Hours",2016-01-29,"PG-13","Fresh",63,197,"Upright",66,23088,"Male",15,18,83,2016,"PG-13"
"m/the_first_monday_in_may","The First Monday in May",2016-04-15,"PG-13","Certified-Fresh",76,59,"Upright",69,1849,"Male",3,4,75,2016,"PG-13"
"m/the_forest_2016","The Forest",2016-01-08,"PG-13","Rotten",10,137,"Spilled",22,14614,"Male",4,6,67,2016,"PG-13"
"m/the_free_world","The Free World",2016-09-23,"R","Rotten",47,19,"Spilled",54,187,"Male",6,9,67,2016,"R"
"m/the_girl_in_the_photographs","The Girl In The Photographs",2016-04-01,"R","Rotten",18,22,"Spilled",21,342,"Male",3,8,38,2016,"R"
"m/the_girl_on_the_train_2016","The Girl on the Train",2016-10-07,"R","Rotten",44,304,"Spilled",49,34463,"Male",2,8,25,2016,"R"
"m/the_great_gilly_hopkins_2016","The Great Gilly Hopkins",2016-10-07,"PG","Fresh",65,17,"Upright",69,24,"Male",4,11,36,2016,"PG"
"m/the_hollars","The Hollars",2016-08-26,"PG-13","Rotten",47,92,"Spilled",59,3827,"Male",7,14,50,2016,"PG-13"
"m/the_hollow_point_2016","The Hollow Point",2016-12-16,"R","Rotten",40,15,"Spilled",31,428,"Male",8,10,80,2016,"R"
"m/the_huntsman_winters_war","The Huntsman: Winter's War",2016-04-22,"PG-13","Rotten",19,215,"Spilled",45,45164,"Male",21,30,70,2016,"PG-13"
"m/the_infiltrator","The Infiltrator",2016-07-13,"R","Fresh",72,179,"Upright",71,19067,"Male",15,20,75,2016,"R"
"m/the_intervention","The Intervention",2016-08-26,"R","Certified-Fresh",78,51,"Spilled",49,2224,"Male",4,9,44,2016,"R"
"m/the_jungle_book_2016","The Jungle Book",2016-04-15,"PG","Certified-Fresh",94,323,"Upright",86,94647,"Male",17,19,89,2016,"PG"
"m/the_land_2016","The Land",2016-07-29,"R","Fresh",70,20,"Upright",61,536,"Male",4,9,44,2016,"R"
"m/the_last_king_2016","The Last King",2016-06-17,"R","Fresh",89,9,"Spilled",44,303,"Male",7,7,100,2016,"R"
